stratum,class,comment,Intent,Responsibilities,Collaborators,Keymessages,Keyimplementationpoints,Classreferences,Example
6,RTBorderAttachPoint,"i am an attach point that will end the line on the border of the end shapes.

unline continuousattachpoint & co. you don t need to care about what the end shape is, as long as it is one of the basic shapes.

supported shapes
box
roundedbox
ellipse circle

todo
polygon

supported lines
line straight line

todo
multiline
bezierline",i am an attach point that will end the line on the border of the end shapes.,,,,"unline continuousattachpoint & co. you don t need to care about what the end shape is, as long as it is one of the basic shapes.",continuousattachpoint,
6,RTBox,"a rtbox is a rectangular box. eg,

v
v rtview new.
v add rtbox new width 10 height 20 element.
v open",a rtbox is a rectangular box.,,,,,,"eg,

v
v rtview new.
v add rtbox new width 10 height 20 element.
v open"
6,RTBucketColor,a scale of elements is discretized into buckets where elements of each bucket is associated to an element. the buckets are formed by creating partitions uniformly.,,a scale of elements is discretized into buckets where elements of each bucket is associated to an element. the buckets are formed by creating partitions uniformly.,,,,,
6,RTCalendarExample,"rtcalendarexample new installtitle visualizationcsv
code

b tab colors dictionary
tab rttabtable new input http bl.ocks.org mbostock raw 4063318 dji.csv asurl retrievecontents usingdelimiter ,.
tab removefirstrow.

dictionary dictionary new.
tab values do ar value
value ar fifth asnumber ar second asnumber ar second asnumber.
dictionary at ar first asdate put value .

colors # # 165 0 38 # 215 48 38 # 244 109 67
# 253 174 97 # 254 224 139 # 255 255 191 # 217 239 139
# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55
collect ar color r ar first g ar second b ar third range 255 .

b rtcalendarbuilder new.
b dateshape rectangle size 15 color color white bordercolor color lightgray.
b monthshape shape b monthshapepath 150 .
b yearshape composite comp
comp add rtlabel new text d d year height 20 .
comp add rtbox new color color transparent . .
b dates year year 1990 to year year 2010 .
b datelayout gapsize 0.
b monthlayout month.
b yearlayout horizontalline.
b dateshape if d dictionary includeskey d color
d value index
value dictionary at d 005.
index value 11 01 1.
index 1 iftrue index 1 .
index 11 iftrue index 11 .
colors at index. .
b dateinteraction popup.
b build.
b view elements select e e model iskindof month pushfront.
^ b view",,,,,,,"rtcalendarexample new installtitle visualizationcsv
code

b tab colors dictionary
tab rttabtable new input http bl.ocks.org mbostock raw 4063318 dji.csv asurl retrievecontents usingdelimiter ,.
tab removefirstrow.

dictionary dictionary new.
tab values do ar value
value ar fifth asnumber ar second asnumber ar second asnumber.
dictionary at ar first asdate put value .

colors # # 165 0 38 # 215 48 38 # 244 109 67
# 253 174 97 # 254 224 139 # 255 255 191 # 217 239 139
# 166 217 106 # 102 189 99 # 26 152 80 # 0 104 55
collect ar color r ar first g ar second b ar third range 255 .

b rtcalendarbuilder new.
b dateshape rectangle size 15 color color white bordercolor color lightgray.
b monthshape shape b monthshapepath 150 .
b yearshape composite comp
comp add rtlabel new text d d year height 20 .
comp add rtbox new color color transparent . .
b dates year year 1990 to year year 2010 .
b datelayout gapsize 0.
b monthlayout month.
b yearlayout horizontalline.
b dateshape if d dictionary includeskey d color
d value index
value dictionary at d 005.
index value 11 01 1.
index 1 iftrue index 1 .
index 11 iftrue index 11 .
colors at index. .
b dateinteraction popup.
b build.
b view elements select e e model iskindof month pushfront.
^ b view"
6,RTCircleGeometry,"i represent a circle described by its center and a radius .

i am not a roassal shape, for that use rtellipse. instead i am using in some circle related gemetric computations.","i represent a circle described by its center and a radius .

i am not a roassal shape, for that use rtellipse.",instead i am using in some circle related gemetric computations.,,,,,
6,RTCircleTree,i am a class helper to do the layout in rtcirculartreemapbuilder,i am a class helper,to do the layout in rtcirculartreemapbuilder,rtcirculartreemapbuilder,,,,
6,RTCPQualitative,"qualitative schemes do not imply magnitude differences between legend classes, and hues are used to create the primary visual differences between classes. qualitative schemes are best suited to representing nominal or categorical data.

check it out by executing
colorpalette qualitative show

more info
http colorbrewer2.org learnmore schemes full.html#qualitative

copyright
all colors, palettes and schemes are from www.colorbrewer.org by cynthia a. brewer, geography, pennsylvania state university.

falutui1 color scheme come from http flatuicolors.com",,"qualitative schemes do not imply magnitude differences between legend classes, and hues are used to create the primary visual differences between classes. qualitative schemes are best suited to representing nominal or categorical data.",,,,,"check it out by executing
colorpalette qualitative show"
6,RTDecoratedTest,a rtdecoratedtest is a test class for testing the behavior of rtdecorated,a rtdecoratedtest is a test class for testing the behavior of rtdecorated,a rtdecoratedtest is a test class for testing the behavior of rtdecorated,a rtdecoratedtest is a test class for testing the behavior of rtdecorated,,,,
6,RTDualAttachPoint,i am a new class to combine attach points,i am a new class,to combine attach points,,,,,
6,RTEditableLabel,"i am a class to create editable label shapes, but do not forget that roassal is for visualizations not to build morphs",i am a class to create editable label shapes,", but do not forget that roassal is for visualizations not to build morphs",,,,,
6,RTEllipseTest,a rtellipsetest is a test class for testing the behavior of rtellipse,a rtellipsetest is a test class,for testing the behavior of rtellipse,,,,,
6,RTExperimentalExample,"rtexperimentalexample new installtitle boxselectionforedges
code

gtexample
b v
b rtobjectbrowser new.
v rtview new.
v addelement rtbox element.
b object v.
^ b",,,,,,,"rtexperimentalexample new installtitle boxselectionforedges
code

gtexample
b v
b rtobjectbrowser new.
v rtview new.
v addelement rtbox element.
b object v.
^ b"
6,RTExploraBuilderTest,"a roexplorabuildertest is xxxxxxxxx.

instance variables
builder object

builder
xxxxx",a roexplorabuildertest is xxxxxxxxx.,,,,,,
6,RTFilterInView,"this interaction adds a set of menu in the view to filter in and out some elements
here is an example

b
b rtmondrian new.
b shape box size #numberofmethods.
b nodes collection withallsubclasses .
b layout grid.
b normalizer normalizecolor #numberofmethods.
b view @ rtfilterinview.
b

with edges

b
b rtmondrian new.
b shape box size #numberofmethods.
b nodes collection withallsubclasses .
b normalizer normalizecolor #numberofmethods.
b edges connectfrom #superclass.
b layout tree.

b view @ rtfilterinview.

b

example using the spawn block

b
b rtmondrian new.
b shape box size #numberofmethods.
b nodes collection withallsubclasses .
b layout grid.
b normalizer normalizecolor #numberofmethods.

filter rtfilterinview new.
filter spawnblock el rtview new addall el copy yourself .
b view @ filter.
b",,this interaction adds a set of menu in the view to filter in and out some elements,,,,,"here is an example

b
b rtmondrian new.
b shape box size #numberofmethods.
b nodes collection withallsubclasses .
b layout grid.
b normalizer normalizecolor #numberofmethods.
b view @ rtfilterinview.
b

with edges

b
b rtmondrian new.
b shape box size #numberofmethods.
b nodes collection withallsubclasses .
b normalizer normalizecolor #numberofmethods.
b edges connectfrom #superclass.
b layout tree.

b view @ rtfilterinview.

b

example using the spawn block

b
b rtmondrian new.
b shape box size #numberofmethods.
b nodes collection withallsubclasses .
b layout grid.
b normalizer normalizecolor #numberofmethods.

filter rtfilterinview new.
filter spawnblock el rtview new addall el copy yourself .
b view @ filter.
b"
6,RTForceBasedLayout,"a roforcebasedlayout is inspired from the code of d3. the original d3 version may be found on http bl.ocks.org mbostock 4062045

layout algorithm inspired by tim dwyer and thomas jakobsen.

instance variables
alpha object
center object
charge object
charges object
fixednodes object
friction object
gravity object
layoutinitial object
length object
lengths object
nodes object
oldpositions object
strength object
strengths object
theta object
weights object

alpha
xxxxx

center
xxxxx

charge
xxxxx

charges
xxxxx

fixednodes
xxxxx

friction
xxxxx

gravity
xxxxx

layoutinitial
xxxxx

length
xxxxx

lengths
xxxxx

nodes
xxxxx

oldpositions
xxxxx

strength
xxxxx

strengths
xxxxx

theta
xxxxx

weights
xxxxx",a roforcebasedlayout is inspired from the code of d3.,,,,,,
6,RTGrapherSelectRangeViewContext,"define a range for gt

g rtgrapher new.
g view rtview new.
ds rtdata new.
ds dotshape color color blue trans.
ds points rtshape withallsubclasses.
ds y cls cls numberofmethods 50 .
ds x cls cls numberoflinesofcode 150 .
g add ds.

rtgrapherselectrangeviewcontext ongrapher g callback elements g view attributeat #presentation selection elements .

g",,define a range for gt,,,,,"g rtgrapher new.
g view rtview new.
ds rtdata new.
ds dotshape color color blue trans.
ds points rtshape withallsubclasses.
ds y cls cls numberofmethods 50 .
ds x cls cls numberoflinesofcode 150 .
g add ds.

rtgrapherselectrangeviewcontext ongrapher g callback elements g view attributeat #presentation selection elements .

g"
6,RTHighlightableWithCursor,"highlight to indicates that some interaction be can done. it changes the cursor aspect

eg,

b
b rtumlclassbuilder new
instancevariables #instvarnames
methodselector #selector
methodsnames #rtmethods
attributeselector #yourself.
b attributeshape color color black.
b methodshape color color black.
b classnameshape color color black.
b lineshape color color black.
b boxshape bordercolor color black.

b addobjects collection withallsubclasses .
b layout tree.

b build.

b view elements @ rthighlightablewithcursor.
^b view

b rtmondrian new.
b shape circle size 10.
b interaction showedge
connecttoall #subclasses.

b interaction showlabel
highlightobjects #subclasses.

nodes b nodes collection withallsubclasses .
nodes @ rthighlightablewithcursor.
b edges movebehind connectfrom #superclass.
b layout radial.
b",,highlight to indicates that some interaction be can done,it changes the cursor aspect,,,,"eg,

b
b rtumlclassbuilder new
instancevariables #instvarnames
methodselector #selector
methodsnames #rtmethods
attributeselector #yourself.
b attributeshape color color black.
b methodshape color color black.
b classnameshape color color black.
b lineshape color color black.
b boxshape bordercolor color black.

b addobjects collection withallsubclasses .
b layout tree.

b build.

b view elements @ rthighlightablewithcursor.
^b view

b rtmondrian new.
b shape circle size 10.
b interaction showedge
connecttoall #subclasses.

b interaction showlabel
highlightobjects #subclasses.

nodes b nodes collection withallsubclasses .
nodes @ rthighlightablewithcursor.
b edges movebehind connectfrom #superclass.
b layout radial.
b"
6,RTHistogramSet,the histogram gives you a distribution frequency over the points given. frequency on y and a collection of values per bars on x.,,the histogram gives you a distribution frequency over the points given. frequency on y and a collection of values per bars on x.,,,,,
6,RTHorizontalData,rtdata renders bars and dots in vertical way,,rtdata renders bars and dots in vertical way,,,,,
6,RTLabeled,"a rtlabeled adds a label above an element. the label may be particularized using #text in the default string representation is not sufficient. consider

eg,
v rtview new.
e rtellipse new size 30 elementon 42.
v add e.
e @ rtlabeled new text value my value is , value asstring .
v

instance variables
canvas object
color object
highlightable object
lowcolor object
offsetonedge object
position object
text object

canvas
xxxxx

color
xxxxx

highlightable
xxxxx

lowcolor
xxxxx

offsetonedge
xxxxx

position
xxxxx

text
xxxxx",,a rtlabeled adds a label above an element. the label may be particularized using #text in the default string representation is not sufficient. consider,,"canvas
xxxxx

color
xxxxx

highlightable
xxxxx

lowcolor
xxxxx

offsetonedge
xxxxx

position
xxxxx

text
xxxxx",,,"eg,
v rtview new.
e rtellipse new size 30 elementon 42.
v add e.
e @ rtlabeled new text value my value is , value asstring .
v"
6,RTLineDecorationExample,"rtlinedecorationexample new installtitle cool
code

v b1 b2 edges
b1 rtbox new
size 100
element
translateto 0 @ 0
@ rtdraggable.
b2 rtbox new
size 100
element
translateto 400 @ 0
@ rtdraggable.
edges orderedcollection new.
edges add rtarrowedline new head rtfilleddiamond ashead color color black width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .
edges add rtdecoratedline new color color blue width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .
edges add rtdecoratedline new filleddiamondhead color color green width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .
edges add rtdecoratedline new filleddiamondhead emptycircletail color color red width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .

v rtview new
add b1
add b2
addall edges.
edges do each each update .
v",,,,,,,"rtlinedecorationexample new installtitle cool
code

v b1 b2 edges
b1 rtbox new
size 100
element
translateto 0 @ 0
@ rtdraggable.
b2 rtbox new
size 100
element
translateto 400 @ 0
@ rtdraggable.
edges orderedcollection new.
edges add rtarrowedline new head rtfilleddiamond ashead color color black width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .
edges add rtdecoratedline new color color blue width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .
edges add rtdecoratedline new filleddiamondhead color color green width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .
edges add rtdecoratedline new filleddiamondhead emptycircletail color color red width 2 attachpoint rtrectangleattachpoint new offset 15 edgefrom b1 to b2 .

v rtview new
add b1
add b2
addall edges.
edges do each each update .
v"
6,RTLinePathBuilder,an interpolator a way to create lines in svg,,an interpolator a way to create lines in svg,,,,,
6,RTLinkView,"i allow to export several views

for instance if in your visualization rtview, you have elements that have visualizalitations you can use it to explore it in a web browser

rtlinkview works with rthtml5exporter and
rtsvgexporter",,i allow to export several views,"rtlinkview works with rthtml5exporter and
rtsvgexporter",,,"rtlinkview works with rthtml5exporter and
rtsvgexporter","for instance if in your visualization rtview, you have elements that have visualizalitations you can use it to explore it in a web browser."
6,RTMenuActivable,"a rtmenuactivable adds a menu to an element. the menu is activable by right clicking on the node.

for example

classes rtobject withallsubclasses.
v rtview new.
v @ rtdraggableview.
n rtmultilinearcolorforidentity new objects classes.
shape rtellipse new size #numberofmethods color n.
es shape elementson classes.
es @ rtmenuactivable new action #inspect item browse class action e e model browse .
v addall es.
rtflowlayout on es.
v",,,,,,,
6,RTPlatformPopup,i am a basic class to have the platform popup instead of the roassal popup rtpopup,i am a basic class to have the platform popup instead of the roassal popup rtpopup,,,,,,
6,RTPopupTest,"a roabstractpopuptest is xxxxxxxxx.

instance variables
popup object
view object

popup
xxxxx

view
xxxxx",a roabstractpopuptest is xxxxxxxxx.,,,"popup
xxxxx

view
xxxxx",,,
6,RTRectangleAttachPoint,"continuous attach point which presumes both shapes are not rotated rectangles

v rtview new.

e1 rtbox new size 50 elementon 1.
e2 rtellipse new size 50 elementon 2.
v add e1 add e2.
e2 translateby 30 @ 60.

e1 @ rtdraggable.
e2 @ rtdraggable.

s rtarrowedline new color color black.
s attachpoint rtrectangleattachpoint new.
l s edgefrom e1 to e2.
v add l.

v",,continuous attach point which presumes both shapes are not rotated rectangles,,,,,"v rtview new.

e1 rtbox new size 50 elementon 1.
e2 rtellipse new size 50 elementon 2.
v add e1 add e2.
e2 translateby 30 @ 60.

e1 @ rtdraggable.
e2 @ rtdraggable.

s rtarrowedline new color color black.
s attachpoint rtrectangleattachpoint new.
l s edgefrom e1 to e2.
v add l.

v"
6,RTResizeCanceled,"i am fired when resize operation is canceled globally for the whole view.

collaborators

dcrtresizable",,i am fired when resize operation is canceled globally for the whole view.,"collaborators

dcrtresizable",,,,
6,RTRotatedLabel,"a rtrotatedlabel describes rotated labels.

v shape es
v rtview new.
shape rtrotatedlabel new text c class , c name angleindegree c c numberofmethods 360 .
es shape elementson collection withallsubclasses.
rtgridlayout on es.
v addall es.
v open",,a rtrotatedlabel describes rotated labels.,,,,,"v shape es
v rtview new.
shape rtrotatedlabel new text c class , c name angleindegree c c numberofmethods 360 .
es shape elementson collection withallsubclasses.
rtgridlayout on es.
v addall es.
v open"
6,RTScale,a class to have nice scales checks subclasses,a class to have nice scales,,,,,,
6,RTScrollBarBuilder,"a rtscrollbarbuilder is a scroll bar that you can add to navigate in your view. more than a draggable view, it allows to keep a mark about your position in the view and it scale for large views.

it can be static, movable, using #isstatic or #ismovable
aving an orientation #vertical or #horizontal.

the default configuration is #isbasic and #isstatic,

the bar shape is defined by #barshape #abox or default value #anellipse
the bar can have a specificity like #scalable, so it give an idea of the size of the view.

size or fixedposition can be defined as blocks.

width to set a static size of width.",a rtscrollbarbuilder is a scroll bar that you can add to navigate in your view.,"more than a draggable view, it allows to keep a mark about your position in the view and it scale for large views.",,"it can be static, movable, using #isstatic or #ismovable
aving an orientation #vertical or #horizontal.

the default configuration is #isbasic and #isstatic,

the bar shape is defined by #barshape #abox or default value #anellipse
the bar can have a specificity like #scalable, so it give an idea of the size of the view.

size or fixedposition can be defined as blocks.

width to set a static size of width.",,,
6,RTSmoothLayoutTranslator,"a rosmoothlayouttranslator is xxxxxxxxx.

instance variables
move object
nbcycles object

move
xxxxx

nbcycles
xxxxx",a rosmoothlayouttranslator is xxxxxxxxx.,,,"move
xxxxx

nbcycles
xxxxx",,,
6,RTSunburstBuilder,"i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees.

you can customize the angle of the arc, and play with the with radius and width of each arc.","i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees.","i am a class to create visualizations about rings, center is the root of the tree and arcs are the sub trees.

you can customize the angle of the arc, and play with the with radius and width of each arc.",,,,,
6,RTSunburstBuilderExamples,"rtsunburstbuilderexamples new installtitle basic15
code

b
b rtsunburstbuilder new.
b strategy rtsunburstextentstrategy new extent 800@800 .
b shape colorelement el el model subclasses isempty iftrue color purple iffalse color lightgray .

b explore morph using #subclasses.
b view @ rtdraggableview.
b build.
^ b view",,,,,,,"rtsunburstbuilderexamples new installtitle basic15
code

b
b rtsunburstbuilder new.
b strategy rtsunburstextentstrategy new extent 800@800 .
b shape colorelement el el model subclasses isempty iftrue color purple iffalse color lightgray .

b explore morph using #subclasses.
b view @ rtdraggableview.
b build.
^ b view"
6,RTSVGAbstractLine,"a rtsvgabstractline refers to the common interface for both regular svg lines and bezier lines as paths .

the decoration refers to the maker of the line.","a rtsvgabstractline refers to the common interface for both regular svg lines and bezier lines as paths .

the decoration refers to the maker of the line.",,,,,,
6,RTSVGBitmap,"not working, refrain from usage",,,,,,,
6,RTSVGBoxedTextPopup,"a rtsvgboxedtextpopup is a text popup, contained in a square box.

this boxing, in svg, supports many features, not included in this class.","a rtsvgboxedtextpopup is a text popup, contained in a square box.","this boxing, in svg, supports many features, not included in this class.",,,,,
6,RTSVGPopup,"a rtsvgpopup is any kind of popup born from a certain element.

the click refers to the posibility of activating the popup only when the element is clicked. this is disabled by default.",a rtsvgpopup is any kind of popup born from a certain element.,the click refers to the posibility of activating the popup only when the element is clicked. this is disabled by default.,,,,,
6,RTSVGVisitor2Test,i am a simple test class for rtsvgvisitor2,i am a simple test class for rtsvgvisitor2,,,,,rtsvgvisitor2,
6,RTTabTable,rttabtable is made to work with csv file contents.,,rttabtable is made to work with csv file contents.,,,,,
6,RTTextPath,i am a simple class to generate text in roassal with athens cairo that uses the textpathcommand from roassal,i am a simple class to generate text in roassal,generate text in roassal,with athens cairo that uses the textpathcommand from roassal,,,,
6,RTTextWord,"a rttextword represents one word of an original text.

instance variables
interval interval
text string text

interval
interval of the word in the original text

text
word, a part of the orignal text",a rttextword represents one word of an original text.,,,"interval
interval of the word in the original text

text
word, a part of the orignal text",,,
6,RTTimelineSetTest,a rttimelinesettest is a test class for testing the behavior of rttimelineset,a rttimelinesettest is a test class for testing the behavior of rttimelineset,a rttimelinesettest is a test class for testing the behavior of rttimelineset,a rttimelinesettest is a test class for testing the behavior of rttimelineset,,,rttimelineset,
6,RTTreeMapExampleTODELETE,examples of rttreemap,examples of rttreemap,,,,,rttreemap,
6,RTVerticalMultipleData,"rtverticalmultipledata represents a group of data points that are vertically located. each group has the same x value.

negative data are not allowed.

here is an example

b d
b rtgrapher new.

d rtverticalmultipledata new.
d points # # hello 1 2 1 # world 2 4 2 # bonjour 3 5 4 # bonjour 3 5 4 # bonjour 3 5 4 .
d addmetric #second.
d addmetric #third.
d addmetric #fourth.

d barchartwithbartitle #first rotation 30.
b add d.

b

here another example

b d classes
classes collection withallsubclasses reversesortedas #numberofmethods first 10.

b rtgrapher new.

d rtverticalmultipledata new.
d points classes.
d addmetric #numberoflinesofcode.
d addmetric #numberofmethods.

d barchartwithbartitle #name rotation 30.
b add d.

b",rtverticalmultipledata represents a group of data points that are vertically located.,,rtverticalmultipledata represents a group of data points that are vertically located.,,"each group has the same x value.

negative data are not allowed.",,"here is an example

b d
b rtgrapher new.

d rtverticalmultipledata new.
d points # # hello 1 2 1 # world 2 4 2 # bonjour 3 5 4 # bonjour 3 5 4 # bonjour 3 5 4 .
d addmetric #second.
d addmetric #third.
d addmetric #fourth.

d barchartwithbartitle #first rotation 30.
b add d.

b

here another example

b d classes
classes collection withallsubclasses reversesortedas #numberofmethods first 10.

b rtgrapher new.

d rtverticalmultipledata new.
d points classes.
d addmetric #numberoflinesofcode.
d addmetric #numberofmethods.

d barchartwithbartitle #name rotation 30.
b add d.

b"
6,RTWeightedCircleLayout,"rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements.

here is an example

v rtview new.
elements rtellipse new size 5 color color red size vv vv 4 elementson 1 to 15 .
v addall elements.
rtweightedcirclelayout on elements.
v",rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small,rtweightedcirclelayout is a circle layout that gives more space to big elements and fewer space to small elements.,,,,,"here is an example

v rtview new.
elements rtellipse new size 5 color color red size vv vv 4 elementson 1 to 15 .
v addall elements.
rtweightedcirclelayout on elements.
v"
6,TROSMShape,"this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.

a similar approach could work with google maps.

instance variables
osmzoomlevel integer
position point
rectangle rectangle
scale point
tiles dictionary of point form
zoom point

osmzoomlevel
the zoom level in the osm range 0 to 18, integer

position
position of the shape

rectangle
bounds of the shape

scale
the scale of the shape

tiles
the cache of tiles, indexed by x, y

zoom
zoom of the shape

principle
10 in roassal space 1km in osm.
r zoom to osm zoom level base is 1km pixel
1000 rzoom 156543034 meters pixel 2 ^ zoomlevel
zoomlevel ln 156543034 rzoom ln 2
remainderzoom 156543034 rzoom 2 ^ zoomlevel
lon to roassal space l 40075016686 l 360
lat to roassal space l float pi 4 l degreestoradians 2 tan ln 40075016686 20 float pi
remember working limit for lat lon is 8505113

goal
depending on the rtview size and the canvas parameters, get the right tiles from osm and display them.

algorithm
from the camera, get the zoom level and offset.
compute the osm zoom level with the camera zoom value .
make remainder zoom a transform inside the trosmshape.
take corners of bounding box, get lat long, get tiles x and y based on previous zoom level.
set clipping rectangle to trosmshape bounds.
display each tile.
cache each tile. when displaying, check if tile exists. remove tile if not used in display.",this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.,this shape represent an openstreetmap background object which tracks the camera zoom level and translation to build a view of the corresponding part of the openstreetmap.,,"osmzoomlevel
the zoom level in the osm range 0 to 18, integer

position
position of the shape

rectangle
bounds of the shape

scale
the scale of the shape

tiles
the cache of tiles, indexed by x, y

zoom
zoom of the shape","principle
10 in roassal space 1km in osm.
r zoom to osm zoom level base is 1km pixel
1000 rzoom 156543034 meters pixel 2 ^ zoomlevel
zoomlevel ln 156543034 rzoom ln 2
remainderzoom 156543034 rzoom 2 ^ zoomlevel
lon to roassal space l 40075016686 l 360
lat to roassal space l float pi 4 l degreestoradians 2 tan ln 40075016686 20 float pi
remember working limit for lat lon is 8505113

goal
depending on the rtview size and the canvas parameters, get the right tiles from osm and display them.

algorithm
from the camera, get the zoom level and offset.
compute the osm zoom level with the camera zoom value .
make remainder zoom a transform inside the trosmshape.
take corners of bounding box, get lat long, get tiles x and y based on previous zoom level.
set clipping rectangle to trosmshape bounds.
display each tile.
cache each tile. when displaying, check if tile exists. remove tile if not used in display.",,
7,JQLoad,load html from a remote file and inject it into the dom.,,load html from a remote file and inject it into the dom.,,,,,
7,WABulkReapingCache,"i am a cache that reaps all elements at once instead of incrementally.

i am intended to be used in gemstone s instead of wahashcache. a background process should send #reap to me.

instance variables
dictionary dictionary",i am a cache that reaps all elements at once instead of incrementally.,,i am intended to be used in gemstone s instead of wahashcache. a background process should send #reap to me.,,,wahashcache,
7,WACancelButtonTag,creates a cancel submit button.,,creates a cancel submit button.,,,,,
7,WACanvasWidget,a common superclass for all widgets that want to use wahtmlcanvas as their renderer.,a common superclass for all widgets that want to use wahtmlcanvas as their renderer.,,,,,wahtmlcanvas,
7,WAComboResponse,"wacomboresponse is a combination of a buffered and a streaming response. by default, wacomboresponse will buffer the entire response to be sent at the end of the request processing cycle. if streaming is desired, the response can be flushed by sending it the #flush message. flushing a response will sent all previously buffered data using chunked transfer encoding which preserves persistent connections . clients can flush the response as often as they want at appropriate points in their response generation everything buffered up to that point will be sent. for example, a search results page might use something like

rendercontenton acanvas
render the search page

self rendersearchlabelon acanvas.
acanvas flush. flush before starting search to give immediate feedback

self searchresultsdo aresult
self rendersearchresulton acanvas.
acanvas flush. flush after each search result


after a response has been flushed once, header modifications are no longer possible and will raise a waillegalstateexception.

server adaptors need to be aware that a committed response must be closed, when complete. an uncommitted response should be handled as usual by the server adapter.",wacomboresponse is a combination of a buffered and a streaming response.,"by default, wacomboresponse will buffer the entire response to be sent at the end of the request processing cycle. if streaming is desired, the response can be flushed by sending it the #flush message.","flushing a response will sent all previously buffered data using chunked transfer encoding which preserves persistent connections . clients can flush the response as often as they want at appropriate points in their response generation everything buffered up to that point will be sent.

after a response has been flushed once, header modifications are no longer possible and will raise a waillegalstateexception.

server adaptors need to be aware that a committed response must be closed, when complete. an uncommitted response should be handled as usual by the server adapter.",,,,"for example, a search results page might use something like

rendercontenton acanvas
render the search page

self rendersearchlabelon acanvas.
acanvas flush. flush before starting search to give immediate feedback

self searchresultsdo aresult
self rendersearchresulton acanvas.
acanvas flush. flush after each search result"
7,WACookie,"i represent a cookie, a piece of information that is stored on the client and read and writable by the server. i am basically a key value pair of strings.
you can never trust information in a cookie, the client is free to edit it.
i model only a part of the full cookie specification.

browser support
http www.mnot.net blog 2006 10 27 cookie fun

netscape spec
http cgi.netscape.com newsref std cookie spec.html

cookie spec
http tools.ietf.org html rfc2109

cookie 2 spec
https tools.ietf.org html rfc6265

httponly
http msdn2.microsoft.com en us library ms533046.aspx
https bugzilla.mozilla.org show bug.cgi?id 178993

compared to warequestcookie i represent the information that is sent to the user agent.","i represent a cookie, a piece of information that is stored on the client and read and writable by the server. i am basically a key value pair of strings.
i represent the information that is sent to the user agent.",i model only a part of the full cookie specification.,compared to warequestcookie i represent the information that is sent to the user agent.,,"browser support
http www.mnot.net blog 2006 10 27 cookie fun

netscape spec
http cgi.netscape.com newsref std cookie spec.html

cookie spec
http tools.ietf.org html rfc2109

cookie 2 spec
https tools.ietf.org html rfc6265

httponly
http msdn2.microsoft.com en us library ms533046.aspx
https bugzilla.mozilla.org show bug.cgi?id 178993",,
7,WACopyHandlerPlugin,i make a copy of an application.,,i make a copy of an application.,,,,,
7,WADatalistTag,"datalist together with the a new list attribute for input is used to make comboboxes

input list browsers
datalist id browsers
option value safari
option value internet explorer
option value opera
option value firefox
datalist",,datalist together with the a new list attribute for input is used to make comboboxes,,,,,"input list browsers
datalist id browsers
option value safari
option value internet explorer
option value opera
option value firefox
datalist"
7,WADelayedAnswerDecoration,"wadelayedanswerdecoration adds a delay in displaying a component.

see wadelayfunctionaltest for sample usage.
select delay tab of the functional seaside test suite to run an example http 1270.01 xxxx tests functional wadelayfunctionaltest

instance variables
delay integer delay length in seconds",,wadelayedanswerdecoration adds a delay in displaying a component.,,,,,
7,WADevelopment,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak. this code is not supposed to be ported.,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak.,a wadevelopment is a collection of convenience methods for dealing with seaside development in squeak.,,,,,
7,WADynamicVariable,i exist for legacy purposes. you should subclass grdynamicvariable.,,i exist for legacy purposes.,,,,,
7,WAEncoder,i encode everything that is written to myself using #nextput and #nextputall onto the wrapped stream.,,i encode everything that is written to myself using #nextput and #nextputall onto the wrapped stream.,,i encode everything that is written to myself using #nextput and #nextputall onto the wrapped stream.,,,
7,WAErrorHandler,"waerrorhandler catches errors and warnings and provides two methods for handling each type of exception

handleerror
handlewarning

if either method is not implemented, the default implementation will call #handledefault , which can be used to provide common behaviour for both exception types.",,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception,waerrorhandler catches errors and warnings and provides two methods for handling each type of exception,"handleerror
handlewarning","if either method is not implemented, the default implementation will call #handledefault , which can be used to provide common behaviour for both exception types.","error
warning",
