stratum,class,comment,Summary,Usage,Parameters,Expand,DevelopmentNotes
6,DeQuantStub,"dequantize stub module, before calibration, this is same as identity,
this will be swapped as nnq.dequantize in convert .","dequantize stub module, before calibration, this is same as identity,
this will be swapped as nnq.dequantize in convert .",,,"this is same as identity,
this will be swapped as nnq.dequantize in convert .",
6,DiagonalTensor,"a class with torch function and a specific diagonal representation

this class has limited utility and is mostly useful for verifying that the
dispatch mechanism works as expected. it is based on the diagonalarray
example in the numpy documentation.

note that this class does not inherit from torch.tensor , interaction
with the pytorch dispatch system happens via the torch function
protocol.

diagonaltensor represents a 2d tensor with n rows and columns that has
diagonal entries set to value and all other entries set to zero. the
main functionality of diagonaltensor is to provide a more compact
string representation of a diagonal tensor than in the base tensor class

d diagonaltensor 5, 2
d
diagonaltensor n 5, value 2
d.tensor
tensor 2., 0., 0., 0., 0. ,
0., 2., 0., 0., 0. ,
0., 0., 2., 0., 0. ,
0., 0., 0., 2., 0. ,
0., 0., 0., 0., 2.

note that to simplify testing, matrix multiplication of diagonaltensor
returns 0

torch.mm d, d
0

diagonalarray example
https numpy.org devdocs user basics.dispatch.html",a class with torch function and a specific diagonal representation,"this class has limited utility and is mostly useful for verifying that the
dispatch mechanism works as expected. it is based on the diagonalarray
example in the numpy documentation.",,"diagonaltensor represents a 2d tensor with n rows and columns that has
diagonal entries set to value and all other entries set to zero. the
main functionality of diagonaltensor is to provide a more compact
string representation of a diagonal tensor than in the base tensor class",
6,EmbeddingBag,"computes sums or means of bags of embeddings, without instantiating the
intermediate embeddings.

for bags of constant length and no attr per sample weights , this class

with mode sum is equivalent to class torch.nn.embedding followed by torch.sum dim 0 ,
with mode mean is equivalent to class torch.nn.embedding followed by torch.mean dim 0 ,
with mode max is equivalent to class torch.nn.embedding followed by torch.max dim 0 .

however, class torch.nn.embeddingbag is much more time and memory efficient than using a chain of these
operations.

embeddingbag also supports per sample weights as an argument to the forward
pass. this scales the output of the embedding before performing a weighted
reduction as specified by mode . if attr per sample weights is passed, the
only supported mode is sum , which computes a weighted sum according to
attr per sample weights .

args
num embeddings int size of the dictionary of embeddings
embedding dim int the size of each embedding vector
max norm float, optional if given, each embedding vector with norm larger than attr max norm
is renormalized to have norm attr max norm .
norm type float, optional the p of the p norm to compute for the attr max norm option. default 2 .
scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of
the words in the mini batch. default false .
note this option is not supported when mode max .
mode string, optional sum , mean or max . specifies the way to reduce the bag.
sum computes the weighted sum, taking attr per sample weights
into consideration. mean computes the average of the values
in the bag, max computes the max value over each bag.
default mean
sparse bool, optional if true , gradient w.r.t. attr weight matrix will be a sparse tensor. see
notes for more details regarding sparse gradients. note this option is not
supported when mode max .

attributes
weight tensor the learnable weights of the module of shape num embeddings, embedding dim
initialized from math mathcal n 0, 1 .

inputs attr input longtensor , attr offsets longtensor, optional , and
attr per index weights tensor, optional

if attr input is 2d of shape b, n ,

it will be treated as b bags sequences each of fixed length n , and
this will return b values aggregated in a way depending on the attr mode .
attr offsets is ignored and required to be none in this case.

if attr input is 1d of shape n ,

it will be treated as a concatenation of multiple bags sequences .
attr offsets is required to be a 1d tensor containing the
starting index positions of each bag in attr input . therefore,
for attr offsets of shape b , attr input will be viewed as
having b bags. empty bags ie, having 0 length will have
returned vectors filled by zeros.

per sample weights tensor, optional a tensor of float double weights, or none
to indicate all weights should be taken to be 1 . if specified, attr per sample weights
must have exactly the same shape as input and is treated as having the same
attr offsets , if those are not none . only supported for mode sum .

output shape b, embedding dim

examples

# an embedding module containing 10 tensors of size 3
embedding sum nn.embeddingbag 10, 3, mode sum
# a batch of 2 samples of 4 indices each
input torch.longtensor 1,2,4,5,4,3,2,9
offsets torch.longtensor 0,4
embedding sum input, offsets
tensor 08861, 54350, 00523 ,
11306, 25798, 10044","computes sums or means of bags of embeddings, without instantiating the
intermediate embeddings.","examples

# an embedding module containing 10 tensors of size 3
embedding sum nn.embeddingbag 10, 3, mode sum
# a batch of 2 samples of 4 indices each
input torch.longtensor 1,2,4,5,4,3,2,9
offsets torch.longtensor 0,4
embedding sum input, offsets
tensor 08861, 54350, 00523 ,
11306, 25798, 10044","args
num embeddings int size of the dictionary of embeddings
embedding dim int the size of each embedding vector
max norm float, optional if given, each embedding vector with norm larger than attr max norm
is renormalized to have norm attr max norm .
norm type float, optional the p of the p norm to compute for the attr max norm option. default 2 .
scale grad by freq boolean, optional if given, this will scale gradients by the inverse of frequency of
the words in the mini batch. default false .
note this option is not supported when mode max .
mode string, optional sum , mean or max . specifies the way to reduce the bag.
sum computes the weighted sum, taking attr per sample weights
into consideration. mean computes the average of the values
in the bag, max computes the max value over each bag.
default mean
sparse bool, optional if true , gradient w.r.t. attr weight matrix will be a sparse tensor. see
notes for more details regarding sparse gradients. note this option is not
supported when mode max .","attributes
weight tensor the learnable weights of the module of shape num embeddings, embedding dim
initialized from math mathcal n 0, 1 .

inputs attr input longtensor , attr offsets longtensor, optional , and
attr per index weights tensor, optional

if attr input is 2d of shape b, n ,

it will be treated as b bags sequences each of fixed length n , and
this will return b values aggregated in a way depending on the attr mode .
attr offsets is ignored and required to be none in this case.

if attr input is 1d of shape n ,

it will be treated as a concatenation of multiple bags sequences .
attr offsets is required to be a 1d tensor containing the
starting index positions of each bag in attr input . therefore,
for attr offsets of shape b , attr input will be viewed as
having b bags. empty bags ie, having 0 length will have
returned vectors filled by zeros.

per sample weights tensor, optional a tensor of float double weights, or none
to indicate all weights should be taken to be 1 . if specified, attr per sample weights
must have exactly the same shape as input and is treated as having the same
attr offsets , if those are not none . only supported for mode sum .","for bags of constant length and no attr per sample weights , this class

with mode sum is equivalent to class torch.nn.embedding followed by torch.sum dim 0 ,
with mode mean is equivalent to class torch.nn.embedding followed by torch.mean dim 0 ,
with mode max is equivalent to class torch.nn.embedding followed by torch.max dim 0 .

however, class torch.nn.embeddingbag is much more time and memory efficient than using a chain of these
operations.

embeddingbag also supports per sample weights as an argument to the forward
pass. this scales the output of the embedding before performing a weighted
reduction as specified by mode . if attr per sample weights is passed, the
only supported mode is sum , which computes a weighted sum according to
attr per sample weights ."
6,EnforceUnique,raises an error if a key is seen more than once.,raises an error if a key is seen more than once.,,,,
6,Error,"each error is a section in the output of cuda memcheck.
each error in the report has an error message and a backtrace. it looks like

program hit cudaerrorinvalidvalue error 1 due to invalid argument on cuda api call to cudagetlasterror.
saved host backtrace up to driver entry point at error
host frame usr lib x86 64 linux gnu libcuda.so.1 0x38c7b3
host frame usr local cuda lib64 libcudart.so.101 cudagetlasterror 0x163 0x4c493
host frame home xgao anaconda3 lib python37 site packages torch lib libtorch.so 0x5b77a05
host frame home xgao anaconda3 lib python37 site packages torch lib libtorch.so 0x39d6d1d",each error is a section in the output of cuda memcheck.,,,each error in the report has an error message and a backtrace,
6,ExceptionWrapper,wraps an exception plus traceback to communicate across threads,wraps an exception plus traceback to communicate across threads,,,,
6,ExternalInitializer,"this class is used in cases when the parameter should not be initialized by
the initializer, but rather provided in the workspace when param init net is
executed.

current version is not doing any real sanity checks to the parameter.",,"this class is used in cases when the parameter should not be initialized by
the initializer, but rather provided in the workspace when param init net is
executed.",,,current version is not doing any real sanity checks to the parameter.
6,FisherSnedecor,"creates a fisher snedecor distribution parameterized by attr df1 and attr df2 .

example

m fishersnedecor torch.tensor 10 , torch.tensor 20
m.sample # fisher snedecor distributed with df1 1 and df2 2
tensor 02453

args
df1 float or tensor degrees of freedom parameter 1
df2 float or tensor degrees of freedom parameter 2",creates a fisher snedecor distribution parameterized by attr df1 and attr df2 .,"example

m fishersnedecor torch.tensor 10 , torch.tensor 20
m.sample # fisher snedecor distributed with df1 1 and df2 2
tensor 02453","args
df1 float or tensor degrees of freedom parameter 1
df2 float or tensor degrees of freedom parameter 2",,
6,LastNWindowCollector,"collect last n samples from input record. if you have complex data,
use packrecords to pack it before using this layer.

this layer is not thread safe.",collect last n samples from input record.,,,,"if you have complex data,
use packrecords to pack it before using this layer.

this layer is not thread safe."
6,LBFGS,"implements l bfgs algorithm, heavily inspired by minfunc
https www.cs.ubc.ca schmidtm software minfunc.html .

warning
this optimizer doesn t support per parameter options and parameter
groups there can be only one .

warning
right now all parameters have to be on a single device. this will be
improved in the future.

note
this is a very memory intensive optimizer it requires additional
param bytes history size 1 bytes . if it doesn t fit in memory
try reducing the history size, or use a different algorithm.

arguments
lr float learning rate default 1
max iter int maximal number of iterations per optimization step
default 20
max eval int maximal number of function evaluations per optimization
step default max iter 125 .
tolerance grad float termination tolerance on first order optimality
default 1e 5 .
tolerance change float termination tolerance on function
value parameter changes default 1e 9 .
history size int update history size default 100 .
line search fn str either strong wolfe or none default none .","implements l bfgs algorithm, heavily inspired by minfunc",,"arguments
lr float learning rate default 1
max iter int maximal number of iterations per optimization step
default 20
max eval int maximal number of function evaluations per optimization
step default max iter 125 .
tolerance grad float termination tolerance on first order optimality
default 1e 5 .
tolerance change float termination tolerance on function
value parameter changes default 1e 9 .
history size int update history size default 100 .
line search fn str either strong wolfe or none default none .",,"note
this is a very memory intensive optimizer it requires additional
param bytes history size 1 bytes . if it doesn t fit in memory
try reducing the history size, or use a different algorithm."
6,Module,"base class for all neural network modules.

your models should also subclass this class.

modules can also contain other modules, allowing to nest them in
a tree structure. you can assign the submodules as regular attributes

import torch.nn as nn
import torch.nn.functional as f

class model nn.module
def init self
super model, self . init
self.conv1 nn.conv2d 1, 20, 5
self.conv2 nn.conv2d 20, 20, 5

def forward self, x
x f.relu self.conv1 x
return f.relu self.conv2 x

submodules assigned in this way will be registered, and will have their
parameters converted too when you call meth to , etc",base class for all neural network modules.,"import torch.nn as nn
import torch.nn.functional as f

class model nn.module
def init self
super model, self . init
self.conv1 nn.conv2d 1, 20, 5
self.conv2 nn.conv2d 20, 20, 5

def forward self, x
x f.relu self.conv1 x
return f.relu self.conv2 x",,"modules can also contain other modules, allowing to nest them in
a tree structure. you can assign the submodules as regular attributes

submodules assigned in this way will be registered, and will have their
parameters converted too when you call meth to , etc",
6,MultiLabelMarginLoss,"creates a criterion that optimizes a multi class multi classification
hinge loss margin based loss between input math x a 2d mini batch tensor
and output math y which is a 2d tensor of target class indices .
for each sample in the mini batch

math
text loss x, y sum ij frac max 0, 1 x y j x i text x.size 0

where math x in left 0, cdots , text x.size 0 1 right ,
math y in left 0, cdots , text y.size 0 1 right ,
math 0 leq y j leq text x.size 0 1 ,
and math i neq y j for all math i and math j .

math y and math x must have the same size.

the criterion only considers a contiguous block of non negative targets that
starts at the front.

this allows for different samples to have variable amounts of target classes.

args
size average bool, optional deprecated see attr reduction . by default,
the losses are averaged over each loss element in the batch. note that for
some losses, there are multiple elements per sample. if the field attr size average
is set to false , the losses are instead summed for each minibatch. ignored
when reduce is false . default true
reduce bool, optional deprecated see attr reduction . by default, the
losses are averaged or summed over observations for each minibatch depending
on attr size average . when attr reduce is false , returns a loss per
batch element instead and ignores attr size average . default true
reduction string, optional specifies the reduction to apply to the output
none mean sum . none no reduction will be applied,
mean the sum of the output will be divided by the number of
elements in the output, sum the output will be summed. note attr size average
and attr reduce are in the process of being deprecated, and in the meantime,
specifying either of those two args will override attr reduction . default mean

shape
input math c or math n, c where n is the batch size and c
is the number of classes.
target math c or math n, c , label targets padded by 1 ensuring same shape as the input.
output scalar. if attr reduction is none , then math n .

examples

loss nn.multilabelmarginloss
x torch.floattensor 01, 02, 04, 08
# for target y, only consider labels 3 and 0, not after label 1
y torch.longtensor 3, 0, 1, 1
loss x, y
# 025 1 01 02 1 01 04 1 08 02 1 08 04
tensor 08500","creates a criterion that optimizes a multi class multi classification
hinge loss margin based loss between input math x a 2d mini batch tensor
and output math y which is a 2d tensor of target class indices .","examples

loss nn.multilabelmarginloss
x torch.floattensor 01, 02, 04, 08
# for target y, only consider labels 3 and 0, not after label 1
y torch.longtensor 3, 0, 1, 1
loss x, y
# 025 1 01 02 1 01 04 1 08 02 1 08 04
tensor 08500","args
size average bool, optional deprecated see attr reduction . by default,
the losses are averaged over each loss element in the batch. note that for
some losses, there are multiple elements per sample. if the field attr size average
is set to false , the losses are instead summed for each minibatch. ignored
when reduce is false . default true
reduce bool, optional deprecated see attr reduction . by default, the
losses are averaged or summed over observations for each minibatch depending
on attr size average . when attr reduce is false , returns a loss per
batch element instead and ignores attr size average . default true
reduction string, optional specifies the reduction to apply to the output
none mean sum . none no reduction will be applied,
mean the sum of the output will be divided by the number of
elements in the output, sum the output will be summed. note attr size average
and attr reduce are in the process of being deprecated, and in the meantime,
specifying either of those two args will override attr reduction . default mean","for each sample in the mini batch

math
text loss x, y sum ij frac max 0, 1 x y j x i text x.size 0

where math x in left 0, cdots , text x.size 0 1 right ,
math y in left 0, cdots , text y.size 0 1 right ,
math 0 leq y j leq text x.size 0 1 ,
and math i neq y j for all math i and math j .

math y and math x must have the same size.
the criterion only considers a contiguous block of non negative targets that
starts at the front.

this allows for different samples to have variable amounts of target classes.",
6,NetModifier,"an abstraction class for supporting modifying a generated net.
inherited classes should implement the modify net method where
related operators are added to the net.

example usage
modifier somenetmodifier opts
modifier net",an abstraction class for supporting modifying a generated net.,"example usage
modifier somenetmodifier opts
modifier net",,"inherited classes should implement the modify net method where
related operators are added to the net.",
6,OneHotCategorical,"creates a one hot categorical distribution parameterized by attr probs or
attr logits .

samples are one hot coded vectors of size probs.size 1 .

note attr probs must be non negative, finite and have a non zero sum,
and it will be normalized to sum to 1.

see also func torch.distributions.categorical for specifications of
attr probs and attr logits .

example

m onehotcategorical torch.tensor 025, 025, 025, 025
m.sample # equal probability of 0, 1, 2, 3
tensor 0., 0., 0., 1.

args
probs tensor event probabilities
logits tensor event log probabilities","creates a one hot categorical distribution parameterized by attr probs or
attr logits .","example

m onehotcategorical torch.tensor 025, 025, 025, 025
m.sample # equal probability of 0, 1, 2, 3
tensor 0., 0., 0., 1.","args
probs tensor event probabilities
logits tensor event log probabilities",samples are one hot coded vectors of size probs.size 1 .,"note attr probs must be non negative, finite and have a non zero sum,
and it will be normalized to sum to 1."
6,Poisson,"creates a poisson distribution parameterized by attr rate , the rate parameter.

samples are nonnegative integers, with a pmf given by

math
mathrm rate ^k frac e^ mathrm rate k!

example

m poisson torch.tensor 4
m.sample
tensor 3.

args
rate number, tensor the rate parameter","creates a poisson distribution parameterized by attr rate , the rate parameter.","samples are nonnegative integers, with a pmf given by

math
mathrm rate ^k frac e^ mathrm rate k!

example

m poisson torch.tensor 4
m.sample
tensor 3.","args
rate number, tensor the rate parameter","samples are nonnegative integers, with a pmf given by

math
mathrm rate ^k frac e^ mathrm rate k!",
6,QuantWrapper,"a wrapper class that wraps the input module, adds quantstub and
dequantstub and surround the call to module with call to quant and dequant
modules.

this is used by the quantization utility functions to add the quant and
dequant modules, before convert function quantstub will just be observer,
it observes the input tensor, after convert , quantstub
will be swapped to nnq.quantize which does actual quantization. similarly
for dequantstub .","a wrapper class that wraps the input module, adds quantstub and
dequantstub and surround the call to module with call to quant and dequant
modules.",,,"this is used by the quantization utility functions to add the quant and
dequant modules, before convert function quantstub will just be observer,
it observes the input tensor, after convert , quantstub
will be swapped to nnq.quantize which does actual quantization. similarly
for dequantstub .",
6,ResNetBuilder,helper class for constructing residual blocks.,helper class for constructing residual blocks.,,,,
6,SGD,"implements stochastic gradient descent optionally with momentum .

nesterov momentum is based on the formula from
on the importance of initialization and momentum in deep learning .

args
params iterable iterable of parameters to optimize or dicts defining
parameter groups
lr float learning rate
momentum float, optional momentum factor default 0
weight decay float, optional weight decay l2 penalty default 0
dampening float, optional dampening for momentum default 0
nesterov bool, optional enables nesterov momentum default false

example
optimizer torch.optim.sgd model.parameters , lr 01, momentum 09
optimizer.zero grad
loss fn model input , target .backward
optimizer.step

http www.cs.toronto.edu %7ehinton absps momentum.pdf

note
the implementation of sgd with momentum nesterov subtly differs from
sutskever et. al. and implementations in some other frameworks.

considering the specific case of momentum, the update can be written as

math
v t 1 mu v t g t 1
p t 1 p t lr v t 1

where p, g, v and math mu denote the parameters, gradient,
velocity, and momentum respectively.

this is in contrast to sutskever et. al. and
other frameworks which employ an update of the form

math
v t 1 mu v t lr g t 1
p t 1 p t v t 1

the nesterov version is analogously modified.",implements stochastic gradient descent optionally with momentum .,"example
optimizer torch.optim.sgd model.parameters , lr 01, momentum 09
optimizer.zero grad
loss fn model input , target .backward
optimizer.step","args
params iterable iterable of parameters to optimize or dicts defining
parameter groups
lr float learning rate
momentum float, optional momentum factor default 0
weight decay float, optional weight decay l2 penalty default 0
dampening float, optional dampening for momentum default 0
nesterov bool, optional enables nesterov momentum default false","nesterov momentum is based on the formula from
on the importance of initialization and momentum in deep learning .","nesterov momentum is based on the formula from
on the importance of initialization and momentum in deep learning ."
6,SharedCache,dictionary from multiprocessing handles to storageweakref,dictionary from multiprocessing handles to storageweakref,,,,
6,StackedLSTMWithDropout,necessary for iterating through self.layers and dropout support,necessary for iterating through self.layers and dropout support,,,,
6,StackTransform,"transform functor that applies a sequence of transforms tseq
component wise to each submatrix at dim
in a way compatible with func torch.stack .

example
x torch.stack torch.range 1, 10 , torch.range 1, 10 , dim 1
t stacktransform exptransform , identity transform , dim 1
y t x","transform functor that applies a sequence of transforms tseq
component wise to each submatrix at dim
in a way compatible with func torch.stack .","example
x torch.stack torch.range 1, 10 , torch.range 1, 10 , dim 1
t stacktransform exptransform , identity transform , dim 1
y t x",,,
6,Subset,"subset of a dataset at specified indices.

arguments
dataset dataset the whole dataset
indices sequence indices in the whole set selected for subset",subset of a dataset at specified indices,,"arguments
dataset dataset the whole dataset
indices sequence indices in the whole set selected for subset",,
6,Task,"a task is composed of an execution step and zero or more outputs.
tasks are executed in the context of a taskgroup, which, in turn, can
be run by a session.

task outputs are fetched by the session at the end of the run.

the recommended way of creating a task is by using net builder.ops .
example

from net builder import ops
with node trainer , task name my task , num instances 2
with ops.task init
globl ops.const 0
with ops.task instance init
local ops.const 0
with ops.loop 100
ops.copy globl, local
with ops.task instance exit
ops.add globl, local , globl
with ops.task exit
ops.mul globl, globl , globl

the task above will create 2 instances that will run in parallel.
each instance will copy local to globl 100 times, then add local
to globl once. the mul will only execute once, after all the instances
of the task have finished.",a task is composed of an execution step and zero or more outputs.,"example

from net builder import ops
with node trainer , task name my task , num instances 2
with ops.task init
globl ops.const 0
with ops.task instance init
local ops.const 0
with ops.loop 100
ops.copy globl, local
with ops.task instance exit
ops.add globl, local , globl
with ops.task exit
ops.mul globl, globl , globl

the task above will create 2 instances that will run in parallel.
each instance will copy local to globl 100 times, then add local
to globl once. the mul will only execute once, after all the instances
of the task have finished.",,"tasks are executed in the context of a taskgroup, which, in turn, can
be run by a session.

task outputs are fetched by the session at the end of the run.",
6,TaskOutput,"represents the output of a task. an output can be a blob,
a list of blob, or a record.",represents the output of a task.,,"an output can be a blob, a list of blob, or a record.",,
6,TestBuiltins,tests for torchscript support of python builtin functions.,tests for torchscript support of python builtin functions.,,,,
6,TestQuantizedLinear,tests the correctness of the quantized linear and linear relu op.,tests the correctness of the quantized linear and linear relu op.,,,,
6,TestYellowFin,"yellowfin an automatic tuner for momentum sgd
https arxiv.org abs 170603471",yellowfin an automatic tuner for momentum sgd,,,,
6,TransformerEncoderLayer,"transformerencoderlayer is made up of self attn and feedforward network.
this standard encoder layer is based on the paper attention is all you need .
ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,
lukasz kaiser, and illia polosukhin. 2017. attention is all you need. in advances in
neural information processing systems, pages 6000 6010. users may modify or implement
in a different way during application.

args
d model the number of expected features in the input required .
nhead the number of heads in the multiheadattention models required .
dim feedforward the dimension of the feedforward network model default 2048 .
dropout the dropout value default 01 .
activation the activation function of intermediate layer, relu or gelu default relu .

examples
encoder layer nn.transformerencoderlayer d model 512, nhead 8
src torch.rand 10, 32, 512
out encoder layer src",,"examples
encoder layer nn.transformerencoderlayer d model 512, nhead 8
src torch.rand 10, 32, 512
out encoder layer src","args
d model the number of expected features in the input required .
nhead the number of heads in the multiheadattention models required .
dim feedforward the dimension of the feedforward network model default 2048 .
dropout the dropout value default 01 .
activation the activation function of intermediate layer, relu or gelu default relu .",,"transformerencoderlayer is made up of self attn and feedforward network.this standard encoder layer is based on the paper attention is all you need .
ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,
lukasz kaiser, and illia polosukhin. 2017. attention is all you need. in advances in
neural information processing systems, pages 6000 6010. users may modify or implement
in a different way during application."
6,Unfold,"extracts sliding local blocks from a batched input tensor.

consider a batched attr input tensor of shape math n, c, ,
where math n is the batch dimension, math c is the channel dimension,
and math represent arbitrary spatial dimensions. this operation flattens
each sliding attr kernel size sized block within the spatial dimensions
of attr input into a column ie, last dimension of a 3 d attr output
tensor of shape math n, c times prod text kernel size , l , where
math c times prod text kernel size is the total number of values
within each block a block has math prod text kernel size spatial
locations each containing a math c channeled vector , and math l is
the total number of such blocks

math
l prod d left lfloor frac text spatial size d 2 times text padding d %
text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,

where math text spatial size is formed by the spatial dimensions
of attr input math above , and math d is over all spatial
dimensions.

therefore, indexing attr output at the last dimension column dimension
gives all values within a certain block.

the attr padding , attr stride and attr dilation arguments specify
how the sliding blocks are retrieved.

attr stride controls the stride for the sliding blocks.

attr padding controls the amount of implicit zero paddings on both
sides for attr padding number of points for each dimension before
reshaping.

attr dilation controls the spacing between the kernel points also known as the trous algorithm.
it is harder to describe, but this link has a nice visualization of what attr dilation does.

args
kernel size int or tuple the size of the sliding blocks
stride int or tuple, optional the stride of the sliding blocks in the input
spatial dimensions. default 1
padding int or tuple, optional implicit zero padding to be added on
both sides of input. default 0
dilation int or tuple, optional a parameter that controls the
stride of elements within the
neighborhood. default 1

if attr kernel size , attr dilation , attr padding or
attr stride is an int or a tuple of length 1, their values will be
replicated across all spatial dimensions.

for the case of two input spatial dimensions this operation is sometimes
called im2col .

note
class torch.nn.fold calculates each combined value in the resulting
large tensor by summing all values from all containing blocks.
class torch.nn.unfold extracts the values in the local blocks by
copying from the large tensor. so, if the blocks overlap, they are not
inverses of each other.

in general, folding and unfolding operations are related as
follows. consider class torch.nn.fold and
class torch.nn.unfold instances created with the same
parameters

fold params dict kernel size ..., dilation ..., padding ..., stride ...
fold nn.fold output size ..., fold params
unfold nn.unfold fold params

then for any supported input tensor the following
equality holds

fold unfold input divisor input

where divisor is a tensor that depends only on the shape
and dtype of the input

input ones torch.ones input.shape, dtype input.dtype
divisor fold unfold input ones

when the divisor tensor contains no zero elements, then
fold and unfold operations are inverses of each
other up to constant divisor .

warning
currently, only 4 d input tensors batched image like tensors are
supported.

shape
input math n, c,
output math n, c times prod text kernel size , l as described above

examples

unfold nn.unfold kernel size 2, 3
input torch.randn 2, 5, 3, 4
output unfold input
# each patch contains 30 values 2x3 6 vectors, each of 5 channels
# 4 blocks 2x3 kernels in total in the 3x4 input
output.size
torch.size 2, 30, 4

# convolution is equivalent with unfold matrix multiplication fold or view to output shape
inp torch.randn 1, 3, 10, 12
w torch.randn 2, 3, 4, 5
inp unf torch.nn.functional.unfold inp, 4, 5
out unf inp unf.transpose 1, 2 .matmul w.view w.size 0 , 1 .t .transpose 1, 2
out torch.nn.functional.fold out unf, 7, 8 , 1, 1
# or equivalently and avoiding a copy ,
# out out unf.view 1, 2, 7, 8
torch.nn.functional.conv2d inp, w out .abs .max
tensor 19073e 06

link
https github.com vdumoulin conv arithmetic blob master readme.md",extracts sliding local blocks from a batched input tensor.,"consider a batched attr input tensor of shape math n, c, ,
where math n is the batch dimension, math c is the channel dimension,
and math represent arbitrary spatial dimensions. this operation flattens
each sliding attr kernel size sized block within the spatial dimensions
of attr input into a column ie, last dimension of a 3 d attr output
tensor of shape math n, c times prod text kernel size , l , where
math c times prod text kernel size is the total number of values
within each block a block has math prod text kernel size spatial
locations each containing a math c channeled vector , and math l is
the total number of such blocks

math
l prod d left lfloor frac text spatial size d 2 times text padding d %
text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,

where math text spatial size is formed by the spatial dimensions
of attr input math above , and math d is over all spatial
dimensions.

therefore, indexing attr output at the last dimension column dimension
gives all values within a certain block.
examples

unfold nn.unfold kernel size 2, 3
input torch.randn 2, 5, 3, 4
output unfold input
# each patch contains 30 values 2x3 6 vectors, each of 5 channels
# 4 blocks 2x3 kernels in total in the 3x4 input
output.size
torch.size 2, 30, 4

# convolution is equivalent with unfold matrix multiplication fold or view to output shape
inp torch.randn 1, 3, 10, 12
w torch.randn 2, 3, 4, 5
inp unf torch.nn.functional.unfold inp, 4, 5
out unf inp unf.transpose 1, 2 .matmul w.view w.size 0 , 1 .t .transpose 1, 2
out torch.nn.functional.fold out unf, 7, 8 , 1, 1
# or equivalently and avoiding a copy ,
# out out unf.view 1, 2, 7, 8
torch.nn.functional.conv2d inp, w out .abs .max
tensor 19073e 06","the attr padding , attr stride and attr dilation arguments specify
how the sliding blocks are retrieved.

attr stride controls the stride for the sliding blocks.

attr padding controls the amount of implicit zero paddings on both
sides for attr padding number of points for each dimension before
reshaping.

attr dilation controls the spacing between the kernel points also known as the trous algorithm.
it is harder to describe, but this link has a nice visualization of what attr dilation does.

args
kernel size int or tuple the size of the sliding blocks
stride int or tuple, optional the stride of the sliding blocks in the input
spatial dimensions. default 1
padding int or tuple, optional implicit zero padding to be added on
both sides of input. default 0
dilation int or tuple, optional a parameter that controls the
stride of elements within the
neighborhood. default 1

if attr kernel size , attr dilation , attr padding or
attr stride is an int or a tuple of length 1, their values will be
replicated across all spatial dimensions.

for the case of two input spatial dimensions this operation is sometimes
called im2col .","consider a batched attr input tensor of shape math n, c, ,
where math n is the batch dimension, math c is the channel dimension,
and math represent arbitrary spatial dimensions. this operation flattens
each sliding attr kernel size sized block within the spatial dimensions
of attr input into a column ie, last dimension of a 3 d attr output
tensor of shape math n, c times prod text kernel size , l , where
math c times prod text kernel size is the total number of values
within each block a block has math prod text kernel size spatial
locations each containing a math c channeled vector , and math l is
the total number of such blocks

math
l prod d left lfloor frac text spatial size d 2 times text padding d %
text dilation d times text kernel size d 1 1 text stride d 1 right rfloor,

where math text spatial size is formed by the spatial dimensions
of attr input math above , and math d is over all spatial
dimensions.","note
class torch.nn.fold calculates each combined value in the resulting
large tensor by summing all values from all containing blocks.
class torch.nn.unfold extracts the values in the local blocks by
copying from the large tensor. so, if the blocks overlap, they are not
inverses of each other.

in general, folding and unfolding operations are related as
follows. consider class torch.nn.fold and
class torch.nn.unfold instances created with the same
parameters

fold params dict kernel size ..., dilation ..., padding ..., stride ...
fold nn.fold output size ..., fold params
unfold nn.unfold fold params

then for any supported input tensor the following
equality holds

fold unfold input divisor input

where divisor is a tensor that depends only on the shape
and dtype of the input

input ones torch.ones input.shape, dtype input.dtype
divisor fold unfold input ones

when the divisor tensor contains no zero elements, then
fold and unfold operations are inverses of each
other up to constant divisor ."
6,UploadTaskGroupBuilder,a simple class to upload checkpoints.,a simple class to upload checkpoints.,,,,
6,UseOptimizer,"context class to allow setting the current context.
example usage with brew
with useoptimizer optim
brew.func
with useoptimizer weight weight optim
brew.func
with useoptimizer default optim, bias bias optim,
weight weight optim
brew.func
with useoptimizer optim1
brew.func
with useoptimizer optim2
brew.func

example usage with layer
optimizers optim1 optim1, optim2 optim2
with optimizers optimizers
optim optimizercontext.current .get optimizer optim1
layer optim optim",context class to allow setting the current context.,"example usage with brew
with useoptimizer optim
brew.func
with useoptimizer weight weight optim
brew.func
with useoptimizer default optim, bias bias optim,
weight weight optim
brew.func
with useoptimizer optim1
brew.func
with useoptimizer optim2
brew.func",,,
