stratum,class,comment,summary,Expand,rational,deprecation,usage,Ownership,Pointer
4,SortedSetNavigationTester.java,"a generic junit test which tests operations on a sortedset. can t be invoked directly please see
@code sortedsettestsuitebuilder .

@author jesse wilson
@author louis wasserman",a generic junit test which tests operations on a sortedset.,,,,can t be invoked directly,"@author jesse wilson
@author louis wasserman","can t be invoked directly please see
@code sortedsettestsuitebuilder ."
4,SubscriberTest.java,"tests for @link subscriber .

@author cliff biffle
@author colin decker
local exception subclass to check variety of exception thrown. local error subclass to check variety of error thrown.",tests for @link subscriber .,,,,,"@author cliff biffle
@author colin decker",
4,TesterRequirements.java,"encapsulates the constraints that a class under test must satisfy in order for a tester method to
be run against that class.

@author george van den driessche","encapsulates the constraints that a class under test must satisfy in order for a tester method to
be run against that class.",,,,,@author george van den driessche,
4,TestStringListGenerator.java,"todo javadoc.

@author kevin bourrillion",,,,,,@author kevin bourrillion,
4,WrappingScheduledExecutorService.java,"an abstract @code scheduledexecutorservice that allows subclasses to @linkplain
#wraptask callable wrap tasks before they are submitted to the underlying executor.

p note that task wrapping may occur even if the task is never executed.

@author luke sandberg","an abstract @code scheduledexecutorservice that allows subclasses to @linkplain
#wraptask callable wrap tasks before they are submitted to the underlying executor.",,,,p note that task wrapping may occur even if the task is never executed.,@author luke sandberg,
5,AbstractModule.java,"a support class for @link module s which reduces repetition and results in a more readable
configuration. simply extend this class, implement @link #configure , and call the inherited
methods which mirror those found in @link binder . for example

pre
public class mymodule extends abstractmodule
protected void configure
bind service.class .to serviceimpl.class .in singleton.class
bind creditcardpaymentservice.class
bind paymentservice.class .to creditcardpaymentservice.class
bindconstant .annotatedwith names.named port .to 8080

pre

@author crazybob@google.com bob lee","a support class for @link module s which reduces repetition and results in a more readable
configuration.",,,,"simply extend this class, implement @link #configure , and call the inherited
methods which mirror those found in @link binder . for example

pre
public class mymodule extends abstractmodule
protected void configure
bind service.class .to serviceimpl.class .in singleton.class
bind creditcardpaymentservice.class
bind paymentservice.class .to creditcardpaymentservice.class
bindconstant .annotatedwith names.named port .to 8080

pre",@author crazybob@google.com bob lee,
5,Binder.java,"collects configuration information primarily i bindings i which will be used to create an
@link injector . guice provides this object to your application s @link module implementors so
they may each contribute their own bindings and other registrations.

h3 the guice binding edsl h3

guice uses an i embedded domain specific language i , or edsl, to help you create bindings
simply and readably. this approach is great for overall usability, but it does come with a small
cost b it is difficult to learn how to use the binding edsl by reading method level
javadocs b . instead, you should consult the series of examples below. to save space, these
examples omit the opening @code binder , just as you will if your module extends @link
abstractmodule .

pre
bind serviceimpl.class pre

this statement does essentially nothing it binds the @code serviceimpl class to itself and
does not change guice s default behavior. you may still want to use this if you prefer your
@link module class to serve as an explicit i manifest i for the services it provides. also,
in rare cases, guice may be unable to validate a binding at injector creation time unless it is
given explicitly.

pre
bind service.class .to serviceimpl.class pre

specifies that a request for a @code service instance with no binding annotations should be
treated as if it were a request for a @code serviceimpl instance. this i overrides i the
function of any @link implementedby @implementedby or @link providedby @providedby
annotations found on @code service , since guice will have already moved on to @code
serviceimpl before it reaches the point when it starts looking for these annotations.

pre
bind service.class .toprovider serviceprovider.class pre

in this example, @code serviceprovider must extend or implement @code provider service . this
binding specifies that guice should resolve an unannotated injection request for @code service
by first resolving an instance of @code serviceprovider in the regular way, then calling @link
provider#get get on the resulting provider instance to obtain the @code service instance.

p the @link provider you use here does not have to be a factory that is, a provider which
always i creates i each instance it provides. however, this is generally a good practice to
follow. you can then use guice s concept of @link scope scopes to guide when creation should
happen letting guice work for you .

pre
bind service.class .annotatedwith red.class .to serviceimpl.class pre

like the previous example, but only applies to injection requests that use the binding annotation
@code @red . if your module also includes bindings for particular i values i of the
@code @red annotation see below , then this binding will serve as a catch all for any values
of @code @red that have no exact match in the bindings.

pre
bind serviceimpl.class .in singleton.class
or, alternatively
bind serviceimpl.class .in scopes.singleton pre

either of these statements places the @code serviceimpl class into singleton scope. guice will
create only one instance of @code serviceimpl and will reuse it for all injection requests of
this type. note that it is still possible to bind another instance of @code serviceimpl if the
second binding is qualified by an annotation as in the previous example. guice is not overly
concerned with i preventing i you from creating multiple instances of your singletons , only
with i enabling i your application to share only one instance if that s all you tell guice you
need.

p b note b a scope specified in this way i overrides i any scope that was specified with
an annotation on the @code serviceimpl class.

p besides @link singleton @link scopes#singleton , there are servlet specific scopes
available in @code com.google.inject.servlet.servletscopes , and your modules can contribute
their own custom scopes for use here as well.

pre
bind new typeliteral&lt paymentservice&lt creditcard
to creditcardpaymentservice.class pre

this admittedly odd construct is the way to bind a parameterized type. it tells guice how to
honor an injection request for an element of type @code paymentservice creditcard . the class
@code creditcardpaymentservice must implement the @code paymentservice creditcard interface.
guice cannot currently bind or inject a generic type, such as @code set e all type parameters
must be fully specified.

pre
bind service.class .toinstance new serviceimpl
or, alternatively
bind service.class .toinstance somelegacyregistry.getservice pre

in this example, your module itself, i not guice i , takes responsibility for obtaining a
@code serviceimpl instance, then asks guice to always use this single instance to fulfill all
@code service injection requests. when the @link injector is created, it will automatically
perform field and method injection for this instance, but any injectable constructor on @code
serviceimpl is simply ignored. note that using this approach results in eager loading behavior
that you can t control.

pre
bindconstant .annotatedwith serverhost.class .to args 0 pre

sets up a constant binding. constant injections must always be annotated. when a constant
binding s value is a string, it is eligible for conversion to all primitive types, to @link
enum#valueof class, string all enums , and to @link class#forname class literals . conversions
for other types can be configured using @link #converttotypes matcher, typeconverter
converttotypes .

pre
@literal @ color red color red a member variable field

red mymodule.class.getdeclaredfield red .getannotation color.class
bind service.class .annotatedwith red .to redservice.class pre

if your binding annotation has parameters you can apply different bindings to different specific
values of your annotation. getting your hands on the right instance of the annotation is a bit of
a pain one approach, shown above, is to apply a prototype annotation to a field in your module
class, so that you can read this annotation instance and give it to guice.

pre
bind service.class
annotatedwith names.named blue
to blueservice.class pre

differentiating by names is a common enough use case that we provided a standard annotation,
@link com.google.inject.name.named @named . because of guice s library support, binding by name
is quite easier than in the arbitrary binding annotation case we just saw. however, remember that
these names will live in a single flat namespace with all the other names used in your
application.

pre
constructor t lonector getlonectorfromserviceimplviareflection
bind serviceimpl.class
toconstructor lonector pre

in this example, we directly tell guice which constructor to use in a concrete class
implementation. it means that we do not need to place @literal @ inject on any of the
constructors and that guice treats the provided constructor as though it were annotated so. it is
useful for cases where you cannot modify existing classes and is a bit simpler than using a
@link provider .

p the above list of examples is far from exhaustive. if you can think of how the concepts of one
example might coexist with the concepts from another, you can most likely weave the two together.
if the two concepts make no sense with each other, you most likely won t be able to do it. in a
few cases guice will let something bogus slip by, and will then inform you of the problems at
runtime, as soon as you try to create your injector.

p the other methods of binder such as @link #bindscope , @link #bindinterceptor , @link
#install , @link #requeststaticinjection , @link #adderror and @link #currentstage are not
part of the binding edsl you can learn how to use these in the usual way, from the method
documentation.

@author crazybob@google.com bob lee
@author jessewilson@google.com jesse wilson
@author kevinb@google.com kevin bourrillion","collects configuration information primarily i bindings i which will be used to create an
@link injector . guice provides this object to your application s @link module implementors so
they may each contribute their own bindings and other registrations.",,,,"h3 the guice binding edsl h3

guice uses an i embedded domain specific language i , or edsl, to help you create bindings
simply and readably. this approach is great for overall usability, but it does come with a small
cost b it is difficult to learn how to use the binding edsl by reading method level
javadocs b . instead, you should consult the series of examples below. to save space, these
examples omit the opening @code binder , just as you will if your module extends @link
abstractmodule .

pre
bind serviceimpl.class pre

this statement does essentially nothing it binds the @code serviceimpl class to itself and
does not change guice s default behavior. you may still want to use this if you prefer your
@link module class to serve as an explicit i manifest i for the services it provides. also,
in rare cases, guice may be unable to validate a binding at injector creation time unless it is
given explicitly.

pre
bind service.class .to serviceimpl.class pre

specifies that a request for a @code service instance with no binding annotations should be
treated as if it were a request for a @code serviceimpl instance. this i overrides i the
function of any @link implementedby @implementedby or @link providedby @providedby
annotations found on @code service , since guice will have already moved on to @code
serviceimpl before it reaches the point when it starts looking for these annotations.

pre
bind service.class .toprovider serviceprovider.class pre

in this example, @code serviceprovider must extend or implement @code provider service . this
binding specifies that guice should resolve an unannotated injection request for @code service
by first resolving an instance of @code serviceprovider in the regular way, then calling @link
provider#get get on the resulting provider instance to obtain the @code service instance.

p the @link provider you use here does not have to be a factory that is, a provider which
always i creates i each instance it provides. however, this is generally a good practice to
follow. you can then use guice s concept of @link scope scopes to guide when creation should
happen letting guice work for you .

pre
bind service.class .annotatedwith red.class .to serviceimpl.class pre

like the previous example, but only applies to injection requests that use the binding annotation
@code @red . if your module also includes bindings for particular i values i of the
@code @red annotation see below , then this binding will serve as a catch all for any values
of @code @red that have no exact match in the bindings.

pre
bind serviceimpl.class .in singleton.class
or, alternatively
bind serviceimpl.class .in scopes.singleton pre

either of these statements places the @code serviceimpl class into singleton scope. guice will
create only one instance of @code serviceimpl and will reuse it for all injection requests of
this type. note that it is still possible to bind another instance of @code serviceimpl if the
second binding is qualified by an annotation as in the previous example. guice is not overly
concerned with i preventing i you from creating multiple instances of your singletons , only
with i enabling i your application to share only one instance if that s all you tell guice you
need.

p b note b a scope specified in this way i overrides i any scope that was specified with
an annotation on the @code serviceimpl class.

p besides @link singleton @link scopes#singleton , there are servlet specific scopes
available in @code com.google.inject.servlet.servletscopes , and your modules can contribute
their own custom scopes for use here as well.

pre
bind new typeliteral&lt paymentservice&lt creditcard
to creditcardpaymentservice.class pre

this admittedly odd construct is the way to bind a parameterized type. it tells guice how to
honor an injection request for an element of type @code paymentservice creditcard . the class
@code creditcardpaymentservice must implement the @code paymentservice creditcard interface.
guice cannot currently bind or inject a generic type, such as @code set e all type parameters
must be fully specified.

pre
bind service.class .toinstance new serviceimpl
or, alternatively
bind service.class .toinstance somelegacyregistry.getservice pre

in this example, your module itself, i not guice i , takes responsibility for obtaining a
@code serviceimpl instance, then asks guice to always use this single instance to fulfill all
@code service injection requests. when the @link injector is created, it will automatically
perform field and method injection for this instance, but any injectable constructor on @code
serviceimpl is simply ignored. note that using this approach results in eager loading behavior
that you can t control.

pre
bindconstant .annotatedwith serverhost.class .to args 0 pre

sets up a constant binding. constant injections must always be annotated. when a constant
binding s value is a string, it is eligible for conversion to all primitive types, to @link
enum#valueof class, string all enums , and to @link class#forname class literals . conversions
for other types can be configured using @link #converttotypes matcher, typeconverter
converttotypes .

pre
@literal @ color red color red a member variable field

red mymodule.class.getdeclaredfield red .getannotation color.class
bind service.class .annotatedwith red .to redservice.class pre

if your binding annotation has parameters you can apply different bindings to different specific
values of your annotation. getting your hands on the right instance of the annotation is a bit of
a pain one approach, shown above, is to apply a prototype annotation to a field in your module
class, so that you can read this annotation instance and give it to guice.

pre
bind service.class
annotatedwith names.named blue
to blueservice.class pre

differentiating by names is a common enough use case that we provided a standard annotation,
@link com.google.inject.name.named @named . because of guice s library support, binding by name
is quite easier than in the arbitrary binding annotation case we just saw. however, remember that
these names will live in a single flat namespace with all the other names used in your
application.

pre
constructor t lonector getlonectorfromserviceimplviareflection
bind serviceimpl.class
toconstructor lonector pre

in this example, we directly tell guice which constructor to use in a concrete class
implementation. it means that we do not need to place @literal @ inject on any of the
constructors and that guice treats the provided constructor as though it were annotated so. it is
useful for cases where you cannot modify existing classes and is a bit simpler than using a
@link provider .

p the above list of examples is far from exhaustive. if you can think of how the concepts of one
example might coexist with the concepts from another, you can most likely weave the two together.
if the two concepts make no sense with each other, you most likely won t be able to do it. in a
few cases guice will let something bogus slip by, and will then inform you of the problems at
runtime, as soon as you try to create your injector.

p the other methods of binder such as @link #bindscope , @link #bindinterceptor , @link
#install , @link #requeststaticinjection , @link #adderror and @link #currentstage are not
part of the binding edsl you can learn how to use these in the usual way, from the method
documentation.","@author crazybob@google.com bob lee
@author jessewilson@google.com jesse wilson
@author kevinb@google.com kevin bourrillion",
5,DefaultMethodInterceptionTest.java,"tests for interception of default methods.

@author cgdecker@google.com colin decker
interface with a default method annotated to be intercepted. foo implementation that does not override the default method. a base class defining a method with the same signature as foo s default method. foo implementation that should use superclass method rather than default method.
a base class defining an intercepted method with the same signature as foo s default method.

foo implementation that should use intercepted superclass method rather than default method.",tests for interception of default methods.,,,,interface with a default method annotated to be intercepted. foo implementation that does not override the default method. a base class defining a method with the same signature as foo s default method. foo implementation that should use superclass method rather than default method.,@author cgdecker@google.com colin decker,
5,Element.java,"an internal binding annotation applied to each element in a multibinding. all elements are
assigned a globally unique id to allow different modules to contribute multibindings
independently.

@author jessewilson@google.com jesse wilson",an internal binding annotation applied to each element in a multibinding,"all elements are
assigned a globally unique id to allow different modules to contribute multibindings
independently.",,,,@author jessewilson@google.com jesse wilson,
5,EncounterImpl.java,@author jessewilson@google.com jesse wilson,,,,,,@author jessewilson@google.com jesse wilson,
5,ImplicitBindingTest.java,"@author crazybob@google.com bob lee an enum cannot be implemented by anything, so it should not be possible to have a successful valid jitable binding",,,"an enum cannot be implemented by anything, so it should not be possible to have a successful valid jitable binding",,,@author crazybob@google.com bob lee,
5,ManagedFilterPipeline.java,"central routing dispatch class handles lifecycle of managed filters, and delegates to the servlet
pipeline.

@author dhanji@gmail.com dhanji r. prasanna","central routing dispatch class handles lifecycle of managed filters, and delegates to the servlet
pipeline.",,,,,@author dhanji@gmail.com dhanji r. prasanna,
5,PrivateElementProcessor,"handles @code binder.newprivatebinder elements.

@author jessewilson@google.com jesse wilson",handles @code binder.newprivatebinder elements.,,,,,@author jessewilson@google.com jesse wilson,
5,ProxyFactoryTest.java,@author crazybob@google.com bob lee,,,,,,@author crazybob@google.com bob lee,
5,SpiUtils.java,"utilities for testing the multibinder & mapbinder extension spi.

@author sameb@google.com sam berlin
the kind of test we should perform. a live injector, a raw elements module test, or both. the kind of binding. the result of the binding.",utilities for testing the multibinder & mapbinder extension spi.,the kind of binding. the result of the binding.,,,,@author sameb@google.com sam berlin,
6,AbstractFocusable.java,"an abstract base class for focusable components. includes api for setting the
tab index, programmatic focusing, and adding focus and blur listeners.

@since 76
@author vaadin ltd",an abstract base class for focusable components.,"includes api for setting the tab index, programmatic focusing, and adding focus and blur listeners.",,@since 76,,@author vaadin ltd,
6,AbstractMultiSelectState.java,"shared state for @code abstractmultiselect .

@author vaadin ltd
@since 80",shared state for @code abstractmultiselect .,,,@since 80,,@author vaadin ltd,shared state for @code abstractmultiselect .
6,AbstractProperty.java,"abstract base class for @link property implementations.

handles listener management for @link valuechangelistener s and
@link readonlystatuschangelistener s.

@since 66

@deprecated as of 80, replaced by @link valueprovider , @link setter , see
@link binder
legacypropertyhelper has been removed in vaadin 8 events
an code event code object specifying the property whose read only
status has been changed.
legacypropertyhelper has been removed in vaadin 8 events
an code event code object specifying the property whose value has been
changed.","abstract base class for @link property implementations. handles listener management for @link valuechangelistener s and
@link readonlystatuschangelistener s.","an code event code object specifying the property whose read only
status has been changed.",,"@since 66
@deprecated as of 80, replaced by @link valueprovider , @link setter , see
@link binder
legacypropertyhelper has been removed in vaadin 8 events",,,"handles listener management for @link valuechangelistener s and
@link readonlystatuschangelistener s.
@deprecated as of 80, replaced by @link valueprovider , @link setter , see
@link binder
@link property"
6,AbstractSingleComponentContainerState.java,"default shared state implementation for abstractsinglecomponentcontainer.

@since 80",default shared state implementation for abstractsinglecomponentcontainer,,,@since 80,,,
6,AdjacentElementsWithTooltipsTest.java,"test to see if tooltips obey quickopendelay when moving between directly
adjacent elements.

@author vaadin ltd",test to see if tooltips obey quickopendelay when moving between directly adjacent elements.,,,,,@author vaadin ltd,
6,ApplicationConfiguration.java,"helper class for reading configuration options from the bootstap
javascript

@since 70

wraps a native javascript object containing fields for an error message.

@since 70","helper class for reading configuration options from the bootstap.
wraps a native javascript object containing fields for an error message.",,,"@since 70
@since 70",,,
6,BootstrapPageResponse.java,"a representation of a bootstrap page being generated. the bootstrap page
contains of the full dom of the html document as well as the http headers
that will be included in the corresponding http response.

@author vaadin ltd
@since 70.0",a representation of a bootstrap page being generated.,"the bootstrap page
contains of the full dom of the html document as well as the http headers
that will be included in the corresponding http response.",,@since 70.0,,@author vaadin ltd,
6,ButtonRenderer.java,"a renderer that displays a button with a textual caption. the value of the
corresponding property is used as the caption. click listeners can be added
to the renderer, invoked when any of the rendered buttons is clicked.

@since 74
@author vaadin ltd",a renderer that displays a button with a textual caption.,"the value of the
corresponding property is used as the caption",,@since 74,"click listeners can be added
to the renderer, invoked when any of the rendered buttons is clicked.",@author vaadin ltd,
6,ClientRpcWriter.java,"serializes @link clientrpc client rpc invocations to json.

@author vaadin ltd
@since 71",serializes @link clientrpc client rpc invocations to json,,,@since 71,,@author vaadin ltd,
6,ColorPickerServerRpc.java,"rpc interface for abstractcolorpicker.

@since 70.0",rpc interface for abstractcolorpicker.,,,@since 70.0,,,
6,ComboBoxState.java,"shared state for the combobox component.

@since 70",shared state for the combobox component.,,,@since 70,,,
6,DeclarativeValueProvider.java,"value provider class for declarative support.
p
provides a straightforward mapping between an item and its value.

@param t
item type",value provider class for declarative support. provides a straightforward mapping between an item and its value.,,,,"@param t
item type",,
6,DoubleRangeValidator.java,"validator for validating that a @link double is inside a given range.

@author vaadin ltd.
@since 80",validator for validating that a @link double is inside a given range.,,,@since 80,,@author vaadin ltd.,serializes @link clientrpc client rpc invocations to json
6,FooterDoubleClickHandler.java,"handler for @link griddoubleclickevent s that happen in the footer of the
grid.

@since 74
@author vaadin ltd","handler for @link griddoubleclickevent s that happen in the footer of the
grid.",,,@since 74,,@author vaadin ltd,@link griddoubleclickevent s
6,Grid.java,"a grid component for displaying tabular data.

@author vaadin ltd
@since 80

@param t
the grid bean type
header and footer
a callback method for fetching items. the callback is provided with a
list of sort orders, offset index and limit.

@param t
the grid bean type
header and footer
selection mode representing the built in selection models in grid.
p
these enums can be used in @link grid#setselectionmode selectionmode
to easily switch between the build in selection models.

@see grid#setselectionmode selectionmode
@see grid#setselectionmodel gridselectionmodel
header and footer
an event that is fired when the columns are reordered.
header and footer
an event that is fired when a column is resized, either programmatically
or by the user.
header and footer
an event fired when an item in the grid has been clicked.

@param t
the grid bean type
header and footer
contextclickevent for the grid component.

p
usage

pre
grid.addcontextclicklistener event &gt notification.show
gridcontextclickevent&lt person&gt event .getitem clicked
pre

@param t
the grid bean type
header and footer
an event that is fired when a column s visibility changes.

@since 75.0
header and footer
a helper base class for creating extensions for the grid component.

@param t
header and footer
class for managing visible details rows.

@param t
the grid bean type
header and footer
this extension manages the configuration and data communication for a
column inside of a grid component.

@param t
the grid bean type
@param v
the column value type

behavior when parsing nested properties which may contain
code null code values in the property chain",a grid component for displaying tabular data.,,,"@since 80
@since 75.0","@param t
the grid bean type
usage

pre
grid.addcontextclicklistener event &gt notification.show
gridcontextclickevent&lt person&gt event .getitem clicked
pre
@param t
the grid bean type
header and footer
an event that is fired when a column s visibility changes.

@since 75.0
header and footer
a helper base class for creating extensions for the grid component.

@param t
header and footer
class for managing visible details rows.

@param t
the grid bean type",@author vaadin ltd,"@link grid#setselectionmode selectionmode
@see grid#setselectionmode selectionmode
@see grid#setselectionmodel gridselectionmodel"
6,GridManyColumnsV7.java,test ui for grid initial rendering performance profiling.,test ui for grid initial rendering performance profiling,,,,,,
6,GridSelectionModel.java,"the server side interface that controls grid s selection state.
selectionmodel should extend @link abstractgridextension .

@author vaadin ltd
@since 80

@param t
the grid bean type
@see abstractselectionmodel
@see singleselectionmodel
@see multiselectionmodel",the server side interface that controls grid s selection state.,,,,"@param t
the grid bean type",@author vaadin ltd,"selectionmodel should extend @link abstractgridextension . @see abstractselectionmodel
@see singleselectionmodel
@see multiselectionmodel"
6,HeaderRow.java,"a header row in a grid.

@author vaadin ltd
@since 80",a header row in a grid.,,,@since 80,,@author vaadin ltd,
6,InternalContainerAnnotationForJS.java,"annotation enabling using multiple @link javascript @javascript
annotations.
p
b not meant to be used b , for multiple javascript dependencies,
@link javascript @javascript should be used instead.

@author vaadin ltd
@since 80","annotation enabling using multiple @link javascript @javascript
annotations.",,,@since 80,,@author vaadin ltd,
6,MyPickerConnector.java,"mini tutorial code for
https vaadin.com wiki wiki main widget%20styling%20using%20only%20css,
https
vaadin.com wiki wiki main lightweight%20calculations%20of%20widget%20l
ayout and https vaadin.com wiki wiki main complex%20widget%20layouts

@author vaadin ltd
@since 70.0",mini tutorial code for,,,@since 70.0,,@author vaadin ltd,"mini tutorial code for
https vaadin.com wiki wiki main widget%20styling%20using%20only%20css,
https
vaadin.com wiki wiki main lightweight%20calculations%20of%20widget%20l
ayout and https vaadin.com wiki wiki main complex%20widget%20layouts"
6,NotEmptyValidatorTest.java,@author vaadin ltd,,,,,,@author vaadin ltd,
6,PopupView.java,"a component for displaying a two different views to data. the minimized view
is normally used to render the component, and when it is clicked the full
view is displayed on a popup. the inner class @link popupview.content is
used to deliver contents to this component.

@author vaadin ltd.
constructors
methods inherited from abstractcomponentcontainer. these are unnecessary
but mandatory . most of them are not supported in this implementation.

used to deliver customized content packages to the popupview. these are
dynamically loaded when they are redrawn. the user must take care that
neither of these methods ever return null.
constructors
methods inherited from abstractcomponentcontainer. these are unnecessary
but mandatory . most of them are not supported in this implementation.

this event is received by the popupvisibilitylisteners when the
visibility of the popup changes. you can get the new visibility directly
with @link #ispopupvisible , or get the popupview that produced the
event with @link #getpopupview .

constructors
methods inherited from abstractcomponentcontainer. these are unnecessary
but mandatory . most of them are not supported in this implementation.

defines a listener that can receive a popupvisibilityevent when the
visibility of the popup changes.","a component for displaying a two different views to data. the minimized view
is normally used to render the component, and when it is clicked the full
view is displayed on a popup. the inner class @link popupview.content is
used to deliver contents to this component.","constructors
methods inherited from abstractcomponentcontainer. these are unnecessary
but mandatory . most of them are not supported in this implementation.

this event is received by the popupvisibilitylisteners when the
visibility of the popup changes. you can get the new visibility directly
with @link #ispopupvisible , or get the popupview that produced the
event with @link #getpopupview .

constructors
methods inherited from abstractcomponentcontainer. these are unnecessary
but mandatory . most of them are not supported in this implementation.

defines a listener that can receive a popupvisibilityevent when the
visibility of the popup changes.","constructors
methods inherited from abstractcomponentcontainer. these are unnecessary
but mandatory . most of them are not supported in this implementation.",,,@author vaadin ltd.,
6,PortletDummyRequestHandler.java,"request handler which provides a dummy html response to any resource request
with the resource id dummy.

@author vaadin ltd
@since 71","request handler which provides a dummy html response to any resource request
with the resource id dummy.",,,@since 71,,@author vaadin ltd,
6,QueryBuilder.java,"@deprecated as of 80, no replacement available.",,,,"@deprecated as of 80, no replacement available.",,,
6,RequiredTextFieldTest.java,"test for .v required style

@author vaadin ltd",test for .v required style,,,,,@author vaadin ltd,
6,RpcDataProviderExtension.java,"provides vaadin server side container data source to a
@link com.vaadin.v7.client.connectors.gridconnector gridconnector . this is currently
implemented as an extension hardcoded to support a specific connector type.
this will be changed once framework support for something more flexible has
been implemented.

@since 74
@author vaadin ltd

@deprecated as of 80, no replacement available.

class for keeping track of current items and valuechangelisteners.

@since 76

a class to listen to changes in property values in the container added
with @link grid#setcontainerdatasource com.vaadin.v7.data.container.indexed
grid#setcontainerdatasource container.indexed ,
and notifies the data source to update the client side representation
of the modified item.
p
one instance of this class can and should be reused for all the
properties in an item, since this class will inform that the entire row
needs to be re evaluated in contrast to a property based change
management
p
since there s no container wide possibility to listen to any kind of
value changes, an instance of this class needs to be attached to each and
every item s property in the container.

@see grid#addvaluechangelistener com.vaadin.v7.data.container, object, object
grid#addvaluechangelistener container, object, object
@see grid#valuechangelisteners","provides vaadin server side container data source to a
@link com.vaadin.v7.client.connectors.gridconnector gridconnector . this is currently
implemented as an extension hardcoded to support a specific connector type.
class for keeping track of current items and valuechangelisteners.",,,"@since 74
@deprecated as of 80, no replacement available.
@since 76",,@author vaadin ltd,"@see grid#addvaluechangelistener com.vaadin.v7.data.container, object, object
grid#addvaluechangelistener container, object, object
@see grid#valuechangelisteners"
6,SelectAllEvent.java,"a select all event, fired by the grid when it needs all rows in data source
to be selected, or when all rows have been selected and are now deselected.

@since 74
@author vaadin ltd
@param t
the type of the rows in grid","a select all event, fired by the grid when it needs all rows in data source
to be selected, or when all rows have been selected and are now deselected.",,"a select all event, fired by the grid when it needs all rows in data source
to be selected, or when all rows have been selected and are now deselected.",@since 74,"@param t
the type of the rows in grid",@author vaadin ltd,
6,ShouldWriteDataDelegate.java,"delegate used by @link designcontext to determine whether container data
should be written out for a component.

@see designcontext#shouldwritedata component

@since 75.0
@author vaadin ltd","delegate used by @link designcontext to determine whether container data
should be written out for a component.",,"delegate used by @link designcontext to determine whether container data
should be written out for a component.",@since 75.0,,@author vaadin ltd,"delegate used by @link designcontext to determine whether container data
should be written out for a component.
@see designcontext#shouldwritedata component"
6,SimpleGridUI.java,@author vaadin ltd,,,,,,@author vaadin ltd,
6,SpacerVisibilityChangedEvent.java,"event fired when a spacer element is hidden or shown in escalator.

@author vaadin ltd
@since 77.13",,,event fired when a spacer element is hidden or shown in escalator.,@since 77.13,,@author vaadin ltd,
6,TargetDetailsImpl.java,"a hashmap backed implementation of @link targetdetails for termina...n.

@since 63
@deprecated replaced in 81 by @link dropevent#gettransferdata string",a hashmap backed implementation of @link targetdetails for termina...n.,,,"@since 63
@deprecated replaced in 81 by @link dropevent#gettransferdata string",,,a hashmap backed implementation of @link targetdetails for termina...n.
6,UnknownExtensionConnector.java,"connector used as a placeholder for extensions that are not present in the
widgetset.

@since 77.4
@author vaadin ltd","connector used as a placeholder for extensions that are not present in the
widgetset.",,,@since 77.4,,@author vaadin ltd,
6,VaadinPortlet.java,"portlet 20 base class. this replaces the servlet in servlet portlet 10
deployments and handles various portlet requests from the browser.

@author vaadin ltd
todo some parts could be shared with abstractapplicationservlet todo can we close the application when the portlet is removed? do we know when the portlet is removed?
base class for portlet requests that need access to http servlet
requests.
todo some parts could be shared with abstractapplicationservlet todo can we close the application when the portlet is removed? do we know when the portlet is removed?
portlet request for liferay.
todo some parts could be shared with abstractapplicationservlet todo can we close the application when the portlet is removed? do we know when the portlet is removed?
portlet request for gatein.
todo some parts could be shared with abstractapplicationservlet todo can we close the application when the portlet is removed? do we know when the portlet is removed?
portlet request for websphere portal.
todo some parts could be shared with abstractapplicationservlet todo can we close the application when the portlet is removed? do we know when the portlet is removed?
portlet request for websphere portal.
todo some parts could be shared with abstractapplicationservlet todo can we close the application when the portlet is removed? do we know when the portlet is removed?
@author vaadin ltd

@deprecated as of 70. this is no longer used and only provided for
backwards compatibility. each @link requesthandler can
individually decide whether it wants to handle a request or
not.","portlet 20 base class. this replaces the servlet in servlet portlet 10
deployments and handles various portlet requests from the browser.","base class for portlet requests that need access to http servlet.
portlet request for liferay.
portlet request for gatein.
portlet request for websphere portal.",,"@deprecated as of 70. this is no longer used and only provided for
backwards compatibility. each @link requesthandler can
individually decide whether it wants to handle a request or
not.",,@author vaadin ltd,
6,VaadinServiceInitListener.java,"listener for @link vaadinservice initialization events. the listener can
add listeners and request handlers the service.
p
listener instances are by default discovered and instantiated using
@link serviceloader . this means that all implementations must have a
zero argument constructor and the fully qualified name of the implementation
class must be listed on a separate line in a
meta inf services com.vaadin.server.vaadinserviceinitlistener file present in
the jar file containing the implementation class.
p
integrations for specific runtime environments, such as osgi or spring, might
also provide other ways of discovering listeners.

@since 80
@author vaadin ltd","listener for @link vaadinservice initialization events. the listener can
add listeners and request handlers the service.","listener instances are by default discovered and instantiated using
@link serviceloader . this means that all implementations must have a
zero argument constructor and the fully qualified name of the implementation
class must be listed on a separate line in a
meta inf services com.vaadin.server.vaadinserviceinitlistener file present in
the jar file containing the implementation class.
integrations for specific runtime environments, such as osgi or spring, might
also provide other ways of discovering listeners.",,@since 80,,@author vaadin ltd,
6,VGridLayout.java,"private helper class.
for internal use only. may be removed or replaced in the future.",private helper class.,,,,,,
6,VLazyInitItemIdentifiers.java,"@author vaadin ltd
@deprecated replaced in 81 with
ragovercriteria string and
@link droptargetextension#setdropcriteria string",,,,"@deprecated replaced in 81 with
ragovercriteria string and
@link droptargetextension#setdropcriteria string",,@author vaadin ltd,
